name,planning_area,land_use_type,centroid_lon,centroid_lat,distance_m
kml_205,Unknown,RESIDENTIAL,103.908805,1.418455,940.407666
kml_206,Unknown,RESIDENTIAL,103.903324,1.414329,405.906115
kml_207,Unknown,RESIDENTIAL,103.906059,1.416004,573.595406
kml_208,Unknown,RESIDENTIAL,103.904025,1.414712,422.270784
kml_209,Unknown,RESIDENTIAL,103.904001,1.415097,464.768813
kml_210,Unknown,RESIDENTIAL,103.904145,1.414287,373.354174
kml_211,Unknown,RESIDENTIAL,103.905462,1.416098,571.755167
kml_212,Unknown,RESIDENTIAL,103.905047,1.416828,648.880137
kml_213,Unknown,RESIDENTIAL,103.905290,1.415802,536.870223
kml_214,Unknown,RESIDENTIAL,103.904428,1.414529,395.050323
kml_215,Unknown,RESIDENTIAL,103.908397,1.418561,930.512738
kml_216,Unknown,RESIDENTIAL,103.908699,1.418488,938.152781
kml_217,Unknown,RESIDENTIAL,103.904442,1.415941,551.328073
kml_218,Unknown,RESIDENTIAL,103.904558,1.414626,404.543138
kml_219,Unknown,RESIDENTIAL,103.909026,1.419353,1040.396014
kml_220,Unknown,RESIDENTIAL,103.904773,1.416591,622.023733
kml_221,Unknown,RESIDENTIAL,103.905796,1.415684,532.392055
kml_222,Unknown,RESIDENTIAL,103.903611,1.414597,422.057671
kml_223,Unknown,RESIDENTIAL,103.903863,1.414626,417.122328
kml_224,Unknown,RESIDENTIAL,103.908776,1.419076,1000.378906
kml_225,Unknown,RESIDENTIAL,103.905376,1.416245,586.857297
kml_226,Unknown,RESIDENTIAL,103.903865,1.414071,357.762418
kml_227,Unknown,RESIDENTIAL,103.905627,1.415545,513.729754
kml_228,Unknown,RESIDENTIAL,103.905248,1.415186,468.292717
kml_229,Unknown,RESIDENTIAL,103.903827,1.414832,440.301139
kml_230,Unknown,RESIDENTIAL,103.903643,1.414382,398.244525
kml_231,Unknown,RESIDENTIAL,103.905881,1.416288,600.076547
kml_232,Unknown,RESIDENTIAL,103.903084,1.414456,430.040692
kml_233,Unknown,RESIDENTIAL,103.908851,1.418986,995.195257
kml_234,Unknown,RESIDENTIAL,103.908557,1.419145,996.968506
kml_235,Unknown,RESIDENTIAL,103.909078,1.418420,951.707472
kml_236,Unknown,RESIDENTIAL,103.905067,1.416268,586.706530
kml_237,Unknown,RESIDENTIAL,103.903489,1.414208,386.251181
kml_238,Unknown,RESIDENTIAL,103.908956,1.418458,948.778559
kml_240,Unknown,RESIDENTIAL,103.903174,1.414190,399.114831
kml_241,Unknown,RESIDENTIAL,103.903760,1.414513,408.139816
kml_242,Unknown,RESIDENTIAL,103.904961,1.414988,444.004314
kml_243,Unknown,RESIDENTIAL,103.905200,1.415975,555.110224
kml_333,Unknown,RESIDENTIAL,103.908689,1.419295,1018.220762
kml_334,Unknown,RESIDENTIAL,103.909240,1.418461,964.687998
kml_335,Unknown,RESIDENTIAL,103.903891,1.415226,481.359934
kml_336,Unknown,RESIDENTIAL,103.905224,1.416815,648.548389
kml_337,Unknown,RESIDENTIAL,103.905934,1.415800,548.298198
kml_338,Unknown,RESIDENTIAL,103.905303,1.416416,604.930418
kml_339,Unknown,RESIDENTIAL,103.905748,1.416754,648.420169
kml_340,Unknown,RESIDENTIAL,103.904822,1.414877,431.435978
kml_341,Unknown,RESIDENTIAL,103.904279,1.414402,383.250349
kml_342,Unknown,RESIDENTIAL,103.909332,1.418908,1012.814436
kml_343,Unknown,RESIDENTIAL,103.904978,1.416619,625.349765
kml_344,Unknown,RESIDENTIAL,103.905660,1.416637,634.120304
kml_345,Unknown,RESIDENTIAL,103.909053,1.418957,1002.613091
kml_346,Unknown,RESIDENTIAL,103.905456,1.416913,661.690649
kml_347,Unknown,RESIDENTIAL,103.905573,1.415959,558.147953
kml_348,Unknown,RESIDENTIAL,103.904016,1.414172,364.009465
kml_349,Unknown,RESIDENTIAL,103.909425,1.419262,1052.191192
kml_350,Unknown,RESIDENTIAL,103.908876,1.419367,1034.329401
kml_351,Unknown,RESIDENTIAL,103.908557,1.418538,936.022571
kml_352,Unknown,RESIDENTIAL,103.908487,1.418869,965.792240
kml_353,Unknown,RESIDENTIAL,103.909470,1.419448,1072.745533
kml_354,Unknown,RESIDENTIAL,103.904702,1.414775,420.255739
kml_355,Unknown,RESIDENTIAL,103.904227,1.414825,430.573739
kml_356,Unknown,RESIDENTIAL,103.904125,1.414955,446.671829
kml_357,Unknown,RESIDENTIAL,103.903397,1.414117,381.050213
kml_358,Unknown,RESIDENTIAL,103.905180,1.416123,571.363277
kml_359,Unknown,RESIDENTIAL,103.909125,1.418839,994.937317
kml_360,Unknown,RESIDENTIAL,103.909293,1.419148,1034.054749
kml_1260,Unknown,COMMERCIAL & RESIDENTIAL,103.724856,1.349418,1219.461458
kml_1312,Unknown,RESIDENTIAL,103.718379,1.340267,32.223365
kml_1313,Unknown,RESIDENTIAL,103.718840,1.340775,82.682818
kml_1314,Unknown,RESIDENTIAL,103.718848,1.340102,28.386017
kml_1315,Unknown,RESIDENTIAL,103.718392,1.342665,289.052163
kml_1316,Unknown,RESIDENTIAL,103.719122,1.340647,86.688624
kml_1317,Unknown,RESIDENTIAL,103.719153,1.339833,67.550083
kml_1319,Unknown,RESIDENTIAL,103.719931,1.336964,376.296739
kml_1321,Unknown,RESIDENTIAL,103.721464,1.333493,610.109105
kml_1342,Unknown,RESIDENTIAL,103.716779,1.339363,50.600142
kml_1343,Unknown,RESIDENTIAL,103.717246,1.339219,59.840538
kml_1344,Unknown,RESIDENTIAL,103.717234,1.338988,84.032270
kml_1345,Unknown,RESIDENTIAL,103.717340,1.339748,31.561241
kml_1346,Unknown,RESIDENTIAL,103.717399,1.338668,123.257730
kml_1347,Unknown,RESIDENTIAL,103.717410,1.339739,39.213145
kml_1348,Unknown,RESIDENTIAL,103.717416,1.339104,79.528991
kml_1349,Unknown,RESIDENTIAL,103.717596,1.339441,67.535801
kml_1350,Unknown,RESIDENTIAL,103.717687,1.339499,74.254117
kml_1351,Unknown,RESIDENTIAL,103.717738,1.339353,86.073223
kml_1352,Unknown,RESIDENTIAL,103.717827,1.340223,86.935761
kml_1353,Unknown,RESIDENTIAL,103.717836,1.339416,93.080112
kml_1354,Unknown,RESIDENTIAL,103.717924,1.339703,85.103825
kml_1355,Unknown,RESIDENTIAL,103.718053,1.339928,62.266329
kml_1356,Unknown,RESIDENTIAL,103.718236,1.339568,68.839646
kml_1357,Unknown,RESIDENTIAL,103.718268,1.340131,36.837692
kml_1368,Unknown,RESIDENTIAL,103.716933,1.339435,34.860982
kml_1369,Unknown,RESIDENTIAL,103.717110,1.339132,65.957416
kml_1370,Unknown,RESIDENTIAL,103.717272,1.339012,82.542002
kml_1371,Unknown,RESIDENTIAL,103.717559,1.339918,59.815546
kml_1372,Unknown,RESIDENTIAL,103.717706,1.339985,77.764526
kml_1373,Unknown,RESIDENTIAL,103.717720,1.339547,76.249328
kml_1374,Unknown,RESIDENTIAL,103.717911,1.340305,80.197008
kml_1375,Unknown,RESIDENTIAL,103.717918,1.339053,121.318275
kml_1376,Unknown,RESIDENTIAL,103.717951,1.340050,71.588781
kml_1377,Unknown,RESIDENTIAL,103.718015,1.339989,65.087916
kml_1378,Unknown,RESIDENTIAL,103.718091,1.340452,70.039604
kml_1379,Unknown,RESIDENTIAL,103.718086,1.339876,60.605849
kml_1380,Unknown,RESIDENTIAL,103.718326,1.340039,30.090095
kml_1381,Unknown,RESIDENTIAL,103.718503,1.340367,34.189465
kml_1382,Unknown,RESIDENTIAL,103.718596,1.340706,70.407260
kml_1383,Unknown,RESIDENTIAL,103.718641,1.340770,77.631431
kml_1385,Unknown,RESIDENTIAL,103.718813,1.340316,36.367983
kml_1386,Unknown,RESIDENTIAL,103.718857,1.340048,29.300102
kml_1387,Unknown,RESIDENTIAL,103.719818,1.347332,818.517524
kml_1389,Unknown,COMMERCIAL & RESIDENTIAL,103.722216,1.334494,534.247630
kml_1391,Unknown,COMMERCIAL & RESIDENTIAL,103.724093,1.326768,829.870004
kml_1392,Unknown,COMMERCIAL & RESIDENTIAL,103.724684,1.326778,805.935636
kml_1394,Unknown,COMMERCIAL & RESIDENTIAL,103.723822,1.326315,888.053160
kml_1396,Unknown,COMMERCIAL & RESIDENTIAL,103.724889,1.325921,890.897680
kml_1397,Unknown,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,103.722951,1.332083,477.977300
kml_1398,Unknown,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,103.722375,1.332093,537.664304
kml_1399,Unknown,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,103.722419,1.332350,524.383725
kml_1400,Unknown,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,103.722951,1.332351,467.837765
kml_1401,Unknown,RESIDENTIAL,103.722895,1.332182,479.894668
kml_1403,Unknown,RESIDENTIAL,103.725433,1.348580,1107.063475
kml_1416,Unknown,RESIDENTIAL,103.716832,1.339372,46.390224
kml_1417,Unknown,RESIDENTIAL,103.717018,1.339074,72.277250
kml_1418,Unknown,RESIDENTIAL,103.717024,1.339493,25.805928
kml_1419,Unknown,RESIDENTIAL,103.717325,1.339046,80.925791
kml_1420,Unknown,RESIDENTIAL,103.717530,1.339177,80.313091
kml_1421,Unknown,RESIDENTIAL,103.717538,1.339831,54.767313
kml_1422,Unknown,RESIDENTIAL,103.717952,1.339450,99.503874
kml_1423,Unknown,RESIDENTIAL,103.717961,1.340424,80.457398
kml_1424,Unknown,RESIDENTIAL,103.718035,1.340406,72.377953
kml_1425,Unknown,RESIDENTIAL,103.718043,1.339078,126.480949
kml_1426,Unknown,RESIDENTIAL,103.718088,1.339107,121.236291
kml_1427,Unknown,RESIDENTIAL,103.718109,1.339839,59.876388
kml_1428,Unknown,RESIDENTIAL,103.718179,1.339166,110.899271
kml_1429,Unknown,RESIDENTIAL,103.718212,1.340580,70.632444
kml_1430,Unknown,RESIDENTIAL,103.718232,1.339203,104.773896
kml_1431,Unknown,RESIDENTIAL,103.718271,1.339271,96.131477
kml_1432,Unknown,RESIDENTIAL,103.718378,1.339957,27.333513
kml_1433,Unknown,RESIDENTIAL,103.718497,1.340695,70.053413
kml_1434,Unknown,RESIDENTIAL,103.718445,1.339935,22.641044
kml_1435,Unknown,RESIDENTIAL,103.718473,1.339889,24.463219
kml_1436,Unknown,RESIDENTIAL,103.718704,1.339595,54.576255
kml_1437,Unknown,RESIDENTIAL,103.718822,1.340262,32.928134
kml_1438,Unknown,RESIDENTIAL,103.718841,1.339628,56.575467
kml_1439,Unknown,RESIDENTIAL,103.718832,1.339982,28.265975
kml_1440,Unknown,RESIDENTIAL,103.718967,1.340732,84.212987
kml_1441,Unknown,RESIDENTIAL,103.719096,1.340381,65.482548
kml_1442,Unknown,COMMERCIAL & RESIDENTIAL,103.720470,1.334700,632.744331
kml_1454,Unknown,RESIDENTIAL,103.718305,1.339271,94.770921
kml_1455,Unknown,RESIDENTIAL,103.718355,1.339993,28.079386
kml_1456,Unknown,RESIDENTIAL,103.718493,1.339754,37.241240
kml_1457,Unknown,RESIDENTIAL,103.718562,1.340444,41.423472
kml_1458,Unknown,RESIDENTIAL,103.718683,1.339527,61.460471
kml_1459,Unknown,RESIDENTIAL,103.718794,1.340493,51.724354
kml_1460,Unknown,RESIDENTIAL,103.718805,1.340370,40.420483
kml_1461,Unknown,RESIDENTIAL,103.719191,1.339976,67.239775
kml_1487,Unknown,RESIDENTIAL,103.702282,1.344317,843.464265
kml_1490,Unknown,RESIDENTIAL,103.716955,1.339055,75.187192
kml_1491,Unknown,RESIDENTIAL,103.717174,1.338579,127.873968
kml_1492,Unknown,RESIDENTIAL,103.717292,1.339248,58.894436
kml_1493,Unknown,RESIDENTIAL,103.717337,1.339277,58.552552
kml_1494,Unknown,RESIDENTIAL,103.717320,1.338672,120.484905
kml_1495,Unknown,RESIDENTIAL,103.716569,1.342561,320.196122
kml_1496,Unknown,RESIDENTIAL,103.717455,1.339768,44.520861
kml_1497,Unknown,RESIDENTIAL,103.717501,1.339797,49.991730
kml_1499,Unknown,RESIDENTIAL,103.717700,1.339329,83.759770
kml_1500,Unknown,RESIDENTIAL,103.717748,1.338891,120.248336
kml_1502,Unknown,RESIDENTIAL,103.717830,1.338943,122.073969
kml_1503,Unknown,RESIDENTIAL,103.717857,1.339014,118.868197
kml_1504,Unknown,RESIDENTIAL,103.717995,1.339506,91.790576
kml_1505,Unknown,RESIDENTIAL,103.718081,1.339516,84.234760
kml_1506,Unknown,RESIDENTIAL,103.718105,1.339190,112.264678
kml_1507,Unknown,RESIDENTIAL,103.718173,1.339738,59.855397
kml_1508,Unknown,RESIDENTIAL,103.718239,1.340177,41.128716
kml_1509,Unknown,RESIDENTIAL,103.718434,1.339391,77.895878
kml_1510,Unknown,RESIDENTIAL,103.718780,1.339589,57.618352
kml_1511,Unknown,RESIDENTIAL,103.718902,1.340731,80.741883
kml_1512,Unknown,RESIDENTIAL,103.719105,1.340328,63.431054
kml_1513,Unknown,RESIDENTIAL,103.719193,1.340067,66.511195
kml_1584,Unknown,RESIDENTIAL,103.716978,1.339464,30.075901
kml_1585,Unknown,RESIDENTIAL,103.717148,1.339156,63.809188
kml_1586,Unknown,RESIDENTIAL,103.717188,1.338959,86.172384
kml_1587,Unknown,RESIDENTIAL,103.717215,1.339615,21.263983
kml_1588,Unknown,RESIDENTIAL,103.717484,1.339415,58.531759
kml_1589,Unknown,RESIDENTIAL,103.717550,1.339412,64.754961
kml_1590,Unknown,RESIDENTIAL,103.717583,1.339210,81.628813
kml_1591,Unknown,RESIDENTIAL,103.717605,1.338800,119.362360
kml_1592,Unknown,RESIDENTIAL,103.717631,1.339895,66.545033
kml_1593,Unknown,RESIDENTIAL,103.717621,1.339235,82.918310
kml_1594,Unknown,RESIDENTIAL,103.717803,1.339351,92.685449
kml_1595,Unknown,RESIDENTIAL,103.717878,1.340260,82.251826
kml_1596,Unknown,RESIDENTIAL,103.717816,1.340170,87.248408
kml_1597,Unknown,RESIDENTIAL,103.717982,1.339093,124.399779
kml_1598,Unknown,RESIDENTIAL,103.718150,1.340500,68.526866
kml_1600,Unknown,RESIDENTIAL,103.718425,1.340725,74.941002
kml_1601,Unknown,RESIDENTIAL,103.718457,1.340306,30.111467
kml_1602,Unknown,RESIDENTIAL,103.718637,1.339498,64.069670
kml_1603,Unknown,RESIDENTIAL,103.718703,1.340771,78.583724
kml_1605,Unknown,RESIDENTIAL,103.718896,1.339663,56.597092
kml_1607,Unknown,RESIDENTIAL,103.719114,1.340274,61.901275
kml_1608,Unknown,RESIDENTIAL,103.719121,1.340232,61.080199
kml_1609,Unknown,RESIDENTIAL,103.719175,1.340175,65.559074
kml_1610,Unknown,RESIDENTIAL,103.719343,1.336050,455.040060
kml_1611,Unknown,RESIDENTIAL,103.720068,1.339177,191.726684
kml_1636,Unknown,RESIDENTIAL,103.716863,1.339445,37.744964
kml_1637,Unknown,RESIDENTIAL,103.717060,1.339517,22.958256
kml_1638,Unknown,RESIDENTIAL,103.717091,1.339590,15.305165
kml_1639,Unknown,RESIDENTIAL,103.717161,1.339580,19.582640
kml_1640,Unknown,RESIDENTIAL,103.717193,1.339185,61.670731
kml_1641,Unknown,RESIDENTIAL,103.717229,1.338614,124.808080
kml_1642,Unknown,RESIDENTIAL,103.717370,1.339075,80.005282
kml_1643,Unknown,RESIDENTIAL,103.717363,1.339338,54.663912
kml_1644,Unknown,RESIDENTIAL,103.717454,1.339351,60.435882
kml_1645,Unknown,RESIDENTIAL,103.717456,1.338759,116.048937
kml_1646,Unknown,RESIDENTIAL,103.717544,1.338761,119.882806
kml_1647,Unknown,RESIDENTIAL,103.717674,1.339268,85.183202
kml_1648,Unknown,RESIDENTIAL,103.717793,1.338920,121.147259
kml_1649,Unknown,RESIDENTIAL,103.717935,1.340354,79.636969
kml_1650,Unknown,RESIDENTIAL,103.717953,1.339817,76.750083
kml_1651,Unknown,RESIDENTIAL,103.718793,1.340159,24.083962
kml_1652,Unknown,RESIDENTIAL,103.717274,1.341254,171.920564
kml_1653,Unknown,RESIDENTIAL,103.719076,1.340674,85.655544
kml_1654,Unknown,RESIDENTIAL,103.719069,1.340508,71.573141
kml_1655,Unknown,RESIDENTIAL,103.719184,1.340121,65.760498
kml_1657,Unknown,RESIDENTIAL,103.721496,1.332225,626.980780
kml_1663,Unknown,RESIDENTIAL,103.703807,1.337853,452.393465
kml_1668,Unknown,RESIDENTIAL,103.717055,1.338836,98.680081
kml_1670,Unknown,RESIDENTIAL,103.717294,1.339719,26.375805
kml_1671,Unknown,RESIDENTIAL,103.717613,1.339497,66.727634
kml_1672,Unknown,RESIDENTIAL,103.717762,1.340018,84.983266
kml_1673,Unknown,RESIDENTIAL,103.717828,1.339585,87.055547
kml_1674,Unknown,RESIDENTIAL,103.717861,1.339640,89.828673
kml_1675,Unknown,RESIDENTIAL,103.718180,1.340554,70.587966
kml_1676,Unknown,RESIDENTIAL,103.718224,1.339656,61.982069
kml_1677,Unknown,RESIDENTIAL,103.718311,1.340106,31.740797
kml_1678,Unknown,RESIDENTIAL,103.718358,1.340693,73.817864
kml_1679,Unknown,RESIDENTIAL,103.718476,1.339450,70.536767
kml_1680,Unknown,RESIDENTIAL,103.718540,1.340717,71.810386
kml_1681,Unknown,RESIDENTIAL,103.718470,1.339810,32.342744
kml_1682,Unknown,RESIDENTIAL,103.718546,1.339440,70.543467
kml_1683,Unknown,RESIDENTIAL,103.718592,1.339469,67.116709
kml_1684,Unknown,RESIDENTIAL,103.718776,1.340751,77.994973
kml_1685,Unknown,RESIDENTIAL,103.719022,1.340720,86.209435
kml_1686,Unknown,RESIDENTIAL,103.718963,1.339759,53.818838
kml_1687,Unknown,RESIDENTIAL,103.703381,1.341829,657.789696
kml_1690,Unknown,RESIDENTIAL,103.717064,1.339103,68.930934
kml_1691,Unknown,RESIDENTIAL,103.717097,1.338901,91.493013
kml_1692,Unknown,RESIDENTIAL,103.717115,1.338957,85.396282
kml_1693,Unknown,RESIDENTIAL,103.717264,1.339646,24.501886
kml_1694,Unknown,RESIDENTIAL,103.717298,1.338605,127.224093
kml_1695,Unknown,RESIDENTIAL,103.717444,1.338697,121.891707
kml_1696,Unknown,RESIDENTIAL,103.717439,1.339163,75.315718
kml_1697,Unknown,RESIDENTIAL,103.717648,1.338827,119.316920
kml_1698,Unknown,RESIDENTIAL,103.717669,1.339951,72.612962
kml_1699,Unknown,RESIDENTIAL,103.717693,1.338856,119.560500
kml_1700,Unknown,RESIDENTIAL,103.717777,1.339559,82.054483
kml_1701,Unknown,RESIDENTIAL,103.717902,1.339413,100.003253
kml_1702,Unknown,RESIDENTIAL,103.718144,1.339784,59.500398
kml_1703,Unknown,RESIDENTIAL,103.718196,1.339702,60.571028
kml_1704,Unknown,RESIDENTIAL,103.718228,1.340246,45.083925
kml_1705,Unknown,RESIDENTIAL,103.718243,1.340636,73.725442
kml_1706,Unknown,RESIDENTIAL,103.718300,1.340652,72.174861
kml_1707,Unknown,RESIDENTIAL,103.718796,1.340423,44.919229
kml_1708,Unknown,RESIDENTIAL,103.718785,1.340212,26.217004
kml_1709,Unknown,RESIDENTIAL,103.718926,1.339736,52.607979
kml_1710,Unknown,RESIDENTIAL,103.719008,1.339788,55.879703
kml_1711,Unknown,RESIDENTIAL,103.719078,1.339779,62.944542
kml_1738,Unknown,RESIDENTIAL,103.719086,1.340446,68.564938
kml_1740,Unknown,RESIDENTIAL,103.721800,1.335768,596.715884
kml_1748,Unknown,RESIDENTIAL,103.706563,1.342097,480.453748
kml_1758,Unknown,RESIDENTIAL,103.708070,1.340935,329.310353
kml_1848,Unknown,RESIDENTIAL,103.719137,1.333106,771.267478
kml_1864,Unknown,RESIDENTIAL,103.711754,1.342253,641.679412
kml_1867,Unknown,RESIDENTIAL,103.715283,1.344524,569.119439
kml_1868,Unknown,RESIDENTIAL,103.713739,1.343331,545.005098
kml_1871,Unknown,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,103.711502,1.344402,807.444216
kml_1872,Unknown,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,103.711051,1.343815,738.715426
kml_1873,Unknown,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,103.711875,1.345040,825.406196
kml_1874,Unknown,RESIDENTIAL,103.710647,1.345953,938.657726
kml_1875,Unknown,RESIDENTIAL,103.711834,1.344129,759.653396
kml_1879,Unknown,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,103.713587,1.346600,856.423288
kml_1880,Unknown,RESIDENTIAL,103.714084,1.345411,713.683889
kml_1884,Unknown,RESIDENTIAL,103.714532,1.347486,907.691372
kml_1885,Unknown,COMMERCIAL & RESIDENTIAL,103.712657,1.345739,828.710830
kml_1886,Unknown,COMMERCIAL & RESIDENTIAL,103.711575,1.347220,1032.605764
kml_1890,Unknown,RESIDENTIAL,103.717156,1.344427,509.848260
kml_1891,Unknown,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,103.716997,1.347667,862.855607
kml_1892,Unknown,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,103.717633,1.345551,618.437074
kml_1893,Unknown,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,103.719582,1.345627,627.227333
kml_1894,Unknown,RESIDENTIAL,103.715333,1.348056,946.188040
kml_1896,Unknown,COMMERCIAL & RESIDENTIAL,103.718538,1.349723,1073.008957
kml_1906,Unknown,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,103.709512,1.346662,982.407673
kml_1907,Unknown,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,103.709852,1.347377,1067.849681
kml_1908,Unknown,RESIDENTIAL,103.709914,1.348573,1048.407906
kml_1909,Unknown,RESIDENTIAL,103.711656,1.350849,1183.454553
kml_1911,Unknown,RESIDENTIAL,103.701003,1.350684,124.535874
kml_1912,Unknown,RESIDENTIAL,103.701475,1.351047,96.197034
kml_1913,Unknown,RESIDENTIAL,103.701261,1.351099,81.601457
kml_1914,Unknown,RESIDENTIAL,103.700119,1.351069,132.050630
kml_1915,Unknown,RESIDENTIAL,103.700996,1.351106,77.672373
kml_1916,Unknown,RESIDENTIAL,103.701302,1.351052,87.920766
kml_1917,Unknown,RESIDENTIAL,103.700126,1.351295,117.541374
kml_1918,Unknown,RESIDENTIAL,103.701078,1.351330,52.605025
kml_1919,Unknown,RESIDENTIAL,103.700272,1.350758,145.020975
kml_1920,Unknown,RESIDENTIAL,103.701534,1.351068,97.603992
kml_1921,Unknown,RESIDENTIAL,103.700162,1.350709,156.832385
kml_1922,Unknown,RESIDENTIAL,103.700300,1.351700,84.451723
kml_1923,Unknown,RESIDENTIAL,103.700287,1.351290,102.438120
kml_1924,Unknown,RESIDENTIAL,103.700281,1.351064,118.807898
kml_1925,Unknown,RESIDENTIAL,103.700236,1.351628,92.887627
kml_1926,Unknown,RESIDENTIAL,103.700227,1.351066,123.088407
kml_1927,Unknown,RESIDENTIAL,103.701358,1.351096,85.567950
kml_1928,Unknown,RESIDENTIAL,103.700775,1.350702,126.237940
kml_1929,Unknown,RESIDENTIAL,103.700894,1.351290,59.656821
kml_1930,Unknown,RESIDENTIAL,103.701481,1.351273,75.714471
kml_1931,Unknown,RESIDENTIAL,103.701366,1.350726,124.645378
kml_1932,Unknown,RESIDENTIAL,103.701421,1.351049,93.266351
kml_1933,Unknown,RESIDENTIAL,103.700129,1.351677,103.627040
kml_1934,Unknown,RESIDENTIAL,103.701492,1.350721,129.783794
kml_1935,Unknown,RESIDENTIAL,103.700119,1.350710,159.792844
kml_1936,Unknown,RESIDENTIAL,103.700942,1.351108,78.215081
kml_1937,Unknown,RESIDENTIAL,103.700497,1.350699,137.442696
kml_1938,Unknown,RESIDENTIAL,103.700244,1.351291,106.377898
kml_1939,Unknown,RESIDENTIAL,103.700573,1.351083,96.231643
kml_2042,Unknown,RESIDENTIAL,103.700070,1.351116,133.331879
kml_2043,Unknown,RESIDENTIAL,103.701420,1.350699,129.255016
kml_2044,Unknown,RESIDENTIAL,103.700076,1.351678,109.542885
kml_2045,Unknown,RESIDENTIAL,103.700407,1.351332,88.856067
kml_2046,Unknown,RESIDENTIAL,103.700515,1.351329,79.723797
kml_2047,Unknown,RESIDENTIAL,103.700958,1.351289,58.135307
kml_2048,Unknown,RESIDENTIAL,103.700508,1.351103,98.617195
kml_2049,Unknown,RESIDENTIAL,103.700015,1.351695,116.015773
kml_2050,Unknown,RESIDENTIAL,103.700390,1.351106,106.931456
kml_2051,Unknown,RESIDENTIAL,103.700895,1.350687,125.289136
kml_2052,Unknown,RESIDENTIAL,103.701310,1.350701,125.771705
kml_2053,Unknown,RESIDENTIAL,103.700389,1.350702,142.931189
kml_2054,Unknown,RESIDENTIAL,103.700850,1.351292,61.122420
kml_2055,Unknown,RESIDENTIAL,103.700443,1.350700,140.085670
kml_2056,Unknown,RESIDENTIAL,103.700183,1.351675,97.719589
kml_2057,Unknown,RESIDENTIAL,103.701320,1.351278,65.443314
kml_2058,Unknown,RESIDENTIAL,103.701207,1.351100,79.943192
kml_2059,Unknown,RESIDENTIAL,103.700336,1.351108,111.023411
kml_2060,Unknown,RESIDENTIAL,103.700506,1.351606,64.680552
kml_2061,Unknown,RESIDENTIAL,103.700005,1.351344,127.211113
kml_2062,Unknown,RESIDENTIAL,103.701258,1.350729,121.562403
kml_2063,Unknown,RESIDENTIAL,103.700165,1.351794,98.729564
kml_2064,Unknown,RESIDENTIAL,103.701191,1.350661,127.907433
kml_2065,Unknown,RESIDENTIAL,103.701418,1.351320,67.250173
kml_2066,Unknown,RESIDENTIAL,103.701054,1.350682,124.581510
kml_2067,Unknown,RESIDENTIAL,103.700335,1.350704,145.968444
kml_2068,Unknown,RESIDENTIAL,103.701057,1.351105,77.613533
kml_2069,Unknown,RESIDENTIAL,103.701526,1.351329,74.435637
kml_2070,Unknown,RESIDENTIAL,103.701130,1.351103,78.315728
kml_2071,Unknown,RESIDENTIAL,103.701576,1.351398,73.494726
kml_2072,Unknown,RESIDENTIAL,103.700461,1.351330,84.200229
kml_2073,Unknown,RESIDENTIAL,103.701267,1.351325,58.229512
kml_2074,Unknown,RESIDENTIAL,103.700077,1.351342,120.037488
kml_2075,Unknown,RESIDENTIAL,103.700844,1.351066,85.183351
kml_2076,Unknown,RESIDENTIAL,103.700579,1.351300,76.839434
kml_2078,Unknown,RESIDENTIAL,103.702434,1.347906,459.682253
kml_2079,Unknown,RESIDENTIAL,103.703239,1.352406,252.133256
kml_2080,Unknown,RESIDENTIAL,103.700465,1.352022,69.780349
kml_2081,Unknown,RESIDENTIAL,103.700675,1.352157,57.593358
kml_2082,Unknown,RESIDENTIAL,103.700220,1.352416,115.071007
kml_2083,Unknown,RESIDENTIAL,103.700042,1.352535,131.384145
kml_2084,Unknown,RESIDENTIAL,103.701564,1.351905,57.937042
kml_2085,Unknown,RESIDENTIAL,103.700631,1.352188,63.540475
kml_2086,Unknown,RESIDENTIAL,103.701377,1.352056,45.720708
kml_2087,Unknown,RESIDENTIAL,103.700573,1.351893,54.315668
kml_2088,Unknown,RESIDENTIAL,103.700642,1.351809,45.742691
kml_2089,Unknown,RESIDENTIAL,103.700831,1.352462,77.324099
kml_2090,Unknown,RESIDENTIAL,103.700595,1.352213,68.306401
kml_2091,Unknown,RESIDENTIAL,103.700715,1.351792,37.567289
kml_2092,Unknown,RESIDENTIAL,103.700447,1.352755,125.542850
kml_2093,Unknown,RESIDENTIAL,103.700533,1.352668,112.246591
kml_2094,Unknown,RESIDENTIAL,103.700158,1.352234,110.481824
kml_2095,Unknown,RESIDENTIAL,103.700131,1.352934,99.539627
kml_2096,Unknown,RESIDENTIAL,103.700089,1.352226,117.101565
kml_2097,Unknown,RESIDENTIAL,103.700484,1.351954,65.477768
