name,planning_area,land_use_type,centroid_lon,centroid_lat,distance_m
kml_36000,Unknown,RESIDENTIAL,103.770745,1.337360,182.345272
kml_36001,Unknown,RESIDENTIAL,103.773948,1.342412,192.659697
kml_36002,Unknown,RESIDENTIAL,103.764702,1.346810,242.331704
kml_36003,Unknown,RESIDENTIAL,103.768750,1.334660,167.431511
kml_36004,Unknown,RESIDENTIAL,103.791108,1.336379,599.741949
kml_36005,Unknown,RESIDENTIAL,103.793481,1.328455,197.766977
kml_36006,Unknown,RESIDENTIAL,103.794239,1.329454,192.822080
kml_36007,Unknown,RESIDENTIAL,103.773312,1.343360,65.898652
kml_36008,Unknown,RESIDENTIAL,103.768192,1.344365,252.277803
kml_36009,Unknown,RESIDENTIAL,103.764698,1.338043,192.169710
kml_36010,Unknown,RESIDENTIAL,103.771134,1.334863,129.178419
kml_36012,Unknown,RESIDENTIAL,103.769731,1.335364,184.561123
kml_36013,Unknown,RESIDENTIAL,103.770793,1.338399,244.372276
kml_36014,Unknown,RESIDENTIAL,103.772613,1.344418,75.371884
kml_36015,Unknown,RESIDENTIAL,103.773966,1.336277,257.425766
kml_36016,Unknown,RESIDENTIAL,103.769456,1.341087,399.543468
kml_36017,Unknown,RESIDENTIAL,103.770832,1.336725,132.817228
kml_36018,Unknown,RESIDENTIAL,103.770893,1.336775,132.199932
kml_36019,Unknown,RESIDENTIAL,103.770974,1.335769,79.921880
kml_36020,Unknown,RESIDENTIAL,103.773038,1.342057,202.213266
kml_36021,Unknown,RESIDENTIAL,103.765282,1.338656,208.427607
kml_36022,Unknown,RESIDENTIAL,103.799984,1.332711,384.305397
kml_36023,Unknown,RESIDENTIAL,103.808476,1.323441,346.213658
kml_36024,Unknown,RESIDENTIAL,103.806640,1.323265,172.221342
kml_36025,Unknown,RESIDENTIAL,103.806160,1.322749,187.405071
kml_36026,Unknown,RESIDENTIAL,103.811832,1.321711,575.269741
kml_36027,Unknown,RESIDENTIAL,103.794644,1.324491,252.917889
kml_36028,Unknown,RESIDENTIAL,103.809924,1.322641,522.178317
kml_36029,Unknown,RESIDENTIAL,103.808459,1.321991,418.396113
kml_36030,Unknown,RESIDENTIAL,103.798322,1.322663,205.984864
kml_36031,Unknown,RESIDENTIAL,103.793774,1.324573,342.742664
kml_36032,Unknown,RESIDENTIAL,103.808877,1.324078,326.640433
kml_36033,Unknown,RESIDENTIAL,103.802273,1.323298,163.448491
kml_36034,Unknown,RESIDENTIAL,103.802827,1.334317,197.822726
kml_36035,Unknown,RESIDENTIAL,103.808280,1.330564,105.797496
kml_36036,Unknown,RESIDENTIAL,103.806598,1.328252,203.607716
kml_36037,Unknown,RESIDENTIAL,103.806915,1.336029,169.048549
kml_36038,Unknown,RESIDENTIAL,103.803304,1.336620,204.047180
kml_36039,Unknown,RESIDENTIAL,103.795752,1.326363,352.935550
kml_36040,Unknown,RESIDENTIAL,103.795988,1.324747,173.970909
kml_36041,Unknown,RESIDENTIAL,103.797259,1.326144,325.228442
kml_36043,Unknown,RESIDENTIAL,103.807529,1.330328,150.274363
kml_36044,Unknown,RESIDENTIAL,103.808755,1.328183,187.675306
kml_36045,Unknown,RESIDENTIAL,103.810129,1.326416,219.929643
kml_36046,Unknown,RESIDENTIAL,103.807142,1.334653,206.984274
kml_36047,Unknown,RESIDENTIAL,103.808289,1.332950,160.480430
kml_36048,Unknown,RESIDENTIAL,103.802272,1.332782,330.768703
kml_36049,Unknown,RESIDENTIAL,103.808714,1.327927,179.863690
kml_36050,Unknown,RESIDENTIAL,103.803237,1.321119,181.014769
kml_36051,Unknown,RESIDENTIAL,103.801287,1.317899,448.938135
kml_36052,Unknown,RESIDENTIAL,103.794226,1.315380,431.510050
kml_36053,Unknown,RESIDENTIAL,103.806487,1.327539,154.677363
kml_36054,Unknown,RESIDENTIAL,103.811571,1.338831,770.743964
kml_36055,Unknown,RESIDENTIAL,103.807578,1.330859,98.837241
kml_36056,Unknown,RESIDENTIAL,103.790085,1.320536,249.580101
kml_36057,Unknown,RESIDENTIAL,103.789195,1.319309,357.272771
kml_36059,Unknown,RESIDENTIAL,103.805671,1.336144,73.786035
kml_36060,Unknown,RESIDENTIAL,103.800360,1.322448,172.181576
kml_36061,Unknown,RESIDENTIAL,103.793874,1.320395,334.372824
kml_36062,Unknown,RESIDENTIAL,103.796498,1.307687,461.906852
kml_36063,Unknown,RESIDENTIAL,103.788194,1.331171,505.997575
kml_36064,Unknown,RESIDENTIAL,103.792006,1.325655,366.936629
kml_36065,Unknown,RESIDENTIAL,103.787961,1.318455,430.251825
kml_36066,Unknown,RESIDENTIAL,103.788326,1.319015,368.773408
kml_36067,Unknown,RESIDENTIAL,103.789102,1.320154,266.528146
kml_36068,Unknown,RESIDENTIAL,103.783794,1.321158,493.688390
kml_36069,Unknown,RESIDENTIAL,103.786989,1.322207,121.904294
kml_36070,Unknown,RESIDENTIAL,103.787963,1.316603,523.570942
kml_36071,Unknown,RESIDENTIAL,103.780699,1.316032,56.187874
kml_36072,Unknown,RESIDENTIAL,103.787830,1.319170,351.683985
kml_36073,Unknown,RESIDENTIAL,103.785814,1.320711,309.088899
kml_36074,Unknown,RESIDENTIAL,103.780455,1.317812,243.200803
kml_36075,Unknown,RESIDENTIAL,103.785246,1.321785,320.546395
kml_36076,Unknown,RESIDENTIAL,103.784730,1.319404,393.195170
kml_36077,Unknown,RESIDENTIAL,103.785444,1.324223,359.403797
kml_36078,Unknown,RESIDENTIAL,103.770424,1.345022,315.487444
kml_36079,Unknown,RESIDENTIAL,103.783478,1.338778,263.658348
kml_36080,Unknown,RESIDENTIAL,103.789013,1.320308,246.874717
kml_36081,Unknown,RESIDENTIAL,103.794547,1.330677,230.333291
kml_36082,Unknown,RESIDENTIAL,103.793843,1.328193,243.974794
kml_36083,Unknown,RESIDENTIAL,103.777271,1.315052,346.809168
kml_36084,Unknown,RESIDENTIAL,103.791129,1.311147,495.068050
kml_36085,Unknown,RESIDENTIAL,103.790510,1.347872,721.337406
kml_36086,Unknown,RESIDENTIAL,103.802658,1.323925,243.805409
kml_36087,Unknown,RESIDENTIAL,103.811624,1.322805,623.580859
kml_36088,Unknown,RESIDENTIAL,103.805918,1.323547,95.931075
kml_36089,Unknown,RESIDENTIAL,103.793528,1.326234,430.904983
kml_36090,Unknown,RESIDENTIAL,103.794028,1.326237,432.770129
kml_36091,Unknown,RESIDENTIAL,103.799837,1.328833,713.853900
kml_36092,Unknown,RESIDENTIAL,103.800440,1.328910,757.207950
kml_36093,Unknown,RESIDENTIAL,103.809067,1.323945,349.251981
kml_36094,Unknown,RESIDENTIAL,103.802008,1.324514,291.217587
kml_36095,Unknown,RESIDENTIAL,103.797169,1.323733,81.247608
kml_36096,Unknown,RESIDENTIAL,103.808630,1.323760,349.231260
kml_36097,Unknown,RESIDENTIAL,103.796669,1.328065,501.544282
kml_36098,Unknown,RESIDENTIAL,103.809666,1.321256,467.694888
kml_36100,Unknown,RESIDENTIAL,103.794106,1.325277,352.277822
kml_36101,Unknown,RESIDENTIAL,103.809805,1.332409,206.148829
kml_36102,Unknown,RESIDENTIAL,103.779593,1.313106,133.616045
kml_36103,Unknown,RESIDENTIAL,103.797530,1.325640,280.874181
kml_36104,Unknown,RESIDENTIAL,103.807536,1.333486,231.165716
kml_36106,Unknown,RESIDENTIAL,103.806860,1.328060,170.076348
kml_36107,Unknown,RESIDENTIAL,103.806222,1.331569,218.106420
kml_36108,Unknown,RESIDENTIAL,103.805816,1.332800,299.756446
kml_36109,Unknown,RESIDENTIAL,103.807080,1.332796,188.318729
kml_36110,Unknown,RESIDENTIAL,103.799773,1.335854,216.290968
kml_36111,Unknown,RESIDENTIAL,103.809292,1.322029,485.814861
kml_36112,Unknown,RESIDENTIAL,103.795678,1.324227,143.991665
kml_36113,Unknown,RESIDENTIAL,103.795033,1.327380,397.777056
kml_36114,Unknown,RESIDENTIAL,103.805703,1.321915,265.327390
kml_36115,Unknown,RESIDENTIAL,103.794842,1.324397,228.682140
kml_36116,Unknown,RESIDENTIAL,103.798339,1.326821,437.652212
kml_36117,Unknown,RESIDENTIAL,103.799208,1.329076,705.590525
kml_36118,Unknown,RESIDENTIAL,103.794013,1.326768,392.012308
kml_36119,Unknown,RESIDENTIAL,103.806263,1.321736,295.421492
kml_36120,Unknown,RESIDENTIAL,103.808289,1.332826,146.754389
kml_36121,Unknown,RESIDENTIAL,103.809884,1.330910,200.488158
kml_36122,Unknown,RESIDENTIAL,103.800989,1.335462,84.866830
kml_36123,Unknown,RESIDENTIAL,103.795421,1.326285,356.221753
kml_36124,Unknown,RESIDENTIAL,103.807771,1.322553,319.661983
kml_36125,Unknown,RESIDENTIAL,103.794666,1.328762,268.300058
kml_36126,Unknown,RESIDENTIAL,103.796433,1.322553,58.660894
kml_36127,Unknown,RESIDENTIAL,103.796529,1.322613,66.802742
kml_36128,Unknown,RESIDENTIAL,103.807150,1.322299,289.017318
kml_36129,Unknown,RESIDENTIAL,103.795509,1.326653,391.493725
kml_36130,Unknown,RESIDENTIAL,103.794714,1.325281,302.768166
kml_36131,Unknown,RESIDENTIAL,103.799039,1.323129,273.791200
kml_36132,Unknown,RESIDENTIAL,103.797170,1.323420,66.827307
kml_36133,Unknown,RESIDENTIAL,103.798254,1.324295,216.455348
kml_36135,Unknown,RESIDENTIAL,103.803340,1.332592,390.472644
kml_36138,Unknown,RESIDENTIAL,103.808649,1.329362,226.869419
kml_36139,Unknown,RESIDENTIAL,103.813380,1.325116,478.833784
kml_36140,Unknown,RESIDENTIAL,103.809826,1.326835,183.560478
kml_36141,Unknown,RESIDENTIAL,103.794865,1.321776,172.990198
kml_36142,Unknown,RESIDENTIAL,103.792930,1.316068,563.159358
kml_36143,Unknown,RESIDENTIAL,103.794118,1.319777,356.265582
kml_36144,Unknown,RESIDENTIAL,103.796673,1.317949,454.323603
kml_36145,Unknown,RESIDENTIAL,103.798842,1.320523,318.724958
kml_36146,Unknown,RESIDENTIAL,103.809706,1.328284,81.363699
kml_36147,Unknown,RESIDENTIAL,103.807656,1.329880,190.509934
kml_36148,Unknown,RESIDENTIAL,103.809102,1.329037,165.451105
kml_36149,Unknown,RESIDENTIAL,103.808500,1.326653,97.999755
kml_36153,Unknown,RESIDENTIAL,103.797359,1.322167,107.740731
kml_36154,Unknown,RESIDENTIAL,103.789379,1.320625,237.705641
kml_36155,Unknown,RESIDENTIAL,103.765090,1.337558,139.468700
kml_36156,Unknown,RESIDENTIAL,103.768778,1.333906,138.882912
kml_36157,Unknown,RESIDENTIAL,103.768962,1.333572,108.624517
kml_36159,Unknown,RESIDENTIAL,103.764640,1.338763,232.850179
kml_36160,Unknown,RESIDENTIAL,103.766102,1.345722,87.997367
kml_36161,Unknown,RESIDENTIAL,103.766737,1.334782,56.741754
kml_36162,Unknown,RESIDENTIAL,103.766935,1.344294,205.751976
kml_36163,Unknown,RESIDENTIAL,103.771667,1.336988,122.562685
kml_36164,Unknown,RESIDENTIAL,103.772667,1.335060,142.841362
kml_36165,Unknown,RESIDENTIAL,103.766658,1.334214,87.656888
kml_36166,Unknown,RESIDENTIAL,103.769199,1.335113,201.429090
kml_36167,Unknown,RESIDENTIAL,103.770080,1.341032,454.759240
kml_36168,Unknown,RESIDENTIAL,103.772247,1.342166,208.577674
kml_36171,Unknown,RESIDENTIAL,103.764223,1.346618,288.795157
kml_36172,Unknown,RESIDENTIAL,103.767512,1.333207,172.946768
kml_36173,Unknown,RESIDENTIAL,103.768940,1.333419,109.641595
kml_36174,Unknown,RESIDENTIAL,103.788084,1.315881,491.222059
kml_36175,Unknown,RESIDENTIAL,103.780939,1.317724,223.454014
kml_36176,Unknown,RESIDENTIAL,103.781255,1.318756,337.900760
kml_36177,Unknown,RESIDENTIAL,103.781712,1.316728,131.124229
kml_36178,Unknown,RESIDENTIAL,103.773512,1.322630,102.050039
kml_36179,Unknown,RESIDENTIAL,103.781941,1.318571,288.644516
kml_36180,Unknown,RESIDENTIAL,103.782607,1.317546,154.189743
kml_36181,Unknown,RESIDENTIAL,103.782875,1.324660,241.390714
kml_36182,Unknown,RESIDENTIAL,103.785263,1.323833,355.239616
kml_36183,Unknown,RESIDENTIAL,103.786593,1.316093,370.845890
kml_36184,Unknown,RESIDENTIAL,103.803806,1.312875,734.866974
kml_36185,Unknown,RESIDENTIAL,103.804270,1.317138,294.268526
kml_36186,Unknown,RESIDENTIAL,103.804676,1.317393,243.282842
kml_36187,Unknown,RESIDENTIAL,103.803893,1.317815,279.439668
kml_36188,Unknown,RESIDENTIAL,103.765738,1.340660,34.026403
kml_36189,Unknown,RESIDENTIAL,103.770692,1.339280,312.289198
kml_36190,Unknown,RESIDENTIAL,103.772588,1.334356,197.739877
kml_36191,Unknown,RESIDENTIAL,103.783206,1.338694,278.381001
kml_36192,Unknown,RESIDENTIAL,103.771146,1.337878,229.305518
kml_36193,Unknown,RESIDENTIAL,103.771484,1.345698,265.017890
kml_36194,Unknown,RESIDENTIAL,103.772801,1.342881,113.234021
kml_36195,Unknown,RESIDENTIAL,103.765716,1.339497,104.867664
kml_36196,Unknown,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,103.768586,1.336119,110.127583
kml_36197,Unknown,RESIDENTIAL,103.785237,1.336494,60.729506
kml_36199,Unknown,RESIDENTIAL,103.789058,1.331516,427.618011
kml_36201,Unknown,RESIDENTIAL,103.790355,1.313789,620.542709
kml_36202,Unknown,RESIDENTIAL,103.788636,1.348086,518.943457
kml_36203,Unknown,RESIDENTIAL,103.812513,1.324549,483.768355
kml_36204,Unknown,RESIDENTIAL,103.808304,1.336338,326.547030
kml_36205,Unknown,RESIDENTIAL,103.808572,1.332879,158.197093
kml_36206,Unknown,RESIDENTIAL,103.808848,1.328116,178.369557
kml_36207,Unknown,RESIDENTIAL,103.801650,1.334744,106.953997
kml_36208,Unknown,RESIDENTIAL,103.810777,1.326343,228.673784
kml_36209,Unknown,RESIDENTIAL,103.801587,1.333343,262.876752
kml_36210,Unknown,RESIDENTIAL,103.811222,1.324444,445.362629
kml_36211,Unknown,RESIDENTIAL,103.809566,1.327537,133.647767
kml_36212,Unknown,RESIDENTIAL,103.805993,1.334548,120.524911
kml_36213,Unknown,RESIDENTIAL,103.807908,1.330142,155.171202
kml_36214,Unknown,RESIDENTIAL,103.809827,1.331385,183.274362
kml_36215,Unknown,RESIDENTIAL,103.810170,1.326524,207.357476
kml_36216,Unknown,RESIDENTIAL,103.804159,1.336387,177.112036
kml_36217,Unknown,RESIDENTIAL,103.799259,1.318083,510.660010
kml_36218,Unknown,RESIDENTIAL,103.797175,1.317176,546.176265
kml_36219,Unknown,RESIDENTIAL,103.789714,1.316588,663.023230
kml_36220,Unknown,RESIDENTIAL,103.803042,1.310390,846.740945
kml_36221,Unknown,RESIDENTIAL,103.794675,1.317730,514.817407
kml_36222,Unknown,RESIDENTIAL,103.793574,1.316040,526.934089
kml_36223,Unknown,RESIDENTIAL,103.796330,1.315960,478.386773
kml_36224,Unknown,RESIDENTIAL,103.794242,1.317215,586.349103
kml_36225,Unknown,RESIDENTIAL,103.799571,1.316812,618.395213
kml_36226,Unknown,RESIDENTIAL,103.800158,1.319391,334.237346
kml_36227,Unknown,RESIDENTIAL,103.804424,1.318852,183.893669
kml_36228,Unknown,RESIDENTIAL,103.799310,1.308846,527.371685
kml_36229,Unknown,RESIDENTIAL,103.792269,1.325492,357.157732
kml_36230,Unknown,RESIDENTIAL,103.805013,1.335803,62.171734
kml_36231,Unknown,RESIDENTIAL,103.805039,1.335479,49.939877
kml_36232,Unknown,RESIDENTIAL,103.778855,1.314292,155.888491
kml_36233,Unknown,RESIDENTIAL,103.779509,1.315201,145.966366
kml_36234,Unknown,RESIDENTIAL,103.782214,1.317714,190.582091
kml_36235,Unknown,RESIDENTIAL,103.810186,1.325373,322.720608
kml_36236,Unknown,RESIDENTIAL,103.805323,1.334044,163.626091
kml_36237,Unknown,RESIDENTIAL,103.808777,1.329807,200.509288
kml_36238,Unknown,RESIDENTIAL,103.791912,1.322237,73.612848
kml_36240,Unknown,RESIDENTIAL,103.811223,1.328117,92.284443
kml_36241,Unknown,RESIDENTIAL,103.805343,1.334159,150.701467
kml_36242,Unknown,RESIDENTIAL,103.801635,1.332411,366.324077
kml_36243,Unknown,RESIDENTIAL,103.806383,1.327430,157.899334
kml_36244,Unknown,RESIDENTIAL,103.799900,1.333798,292.491728
kml_36245,Unknown,RESIDENTIAL,103.802154,1.316482,522.127829
kml_36247,Unknown,RESIDENTIAL,103.794746,1.314154,283.726459
kml_36248,Unknown,RESIDENTIAL,103.805121,1.319814,132.165854
kml_36249,Unknown,RESIDENTIAL,103.793189,1.315776,520.444633
kml_36250,Unknown,RESIDENTIAL,103.792427,1.314638,473.931719
kml_36251,Unknown,RESIDENTIAL,103.794265,1.320598,285.548346
kml_36252,Unknown,RESIDENTIAL,103.790289,1.320451,246.646138
kml_36253,Unknown,RESIDENTIAL,103.801022,1.318462,392.507706
kml_36254,Unknown,RESIDENTIAL,103.794958,1.321197,184.955258
kml_36255,Unknown,RESIDENTIAL,103.800968,1.321928,93.664392
kml_36256,Unknown,RESIDENTIAL,103.792226,1.323551,162.532971
kml_36257,Unknown,RESIDENTIAL,103.792903,1.323588,221.204188
kml_36258,Unknown,RESIDENTIAL,103.805420,1.321507,278.474523
kml_36259,Unknown,RESIDENTIAL,103.801178,1.320800,141.291776
kml_36260,Unknown,RESIDENTIAL,103.794467,1.319951,315.339753
kml_36261,Unknown,RESIDENTIAL,103.797015,1.317973,455.869953
kml_36262,Unknown,RESIDENTIAL,103.798152,1.320624,249.397703
kml_36263,Unknown,RESIDENTIAL,103.791253,1.319272,351.835576
kml_36264,Unknown,RESIDENTIAL,103.787702,1.318115,469.748414
kml_36266,Unknown,RESIDENTIAL,103.772290,1.343519,90.296457
kml_36267,Unknown,RESIDENTIAL,103.782309,1.341842,160.670903
kml_36268,Unknown,RESIDENTIAL,103.768816,1.339236,260.020081
kml_36269,Unknown,RESIDENTIAL,103.770131,1.341536,413.334239
kml_36270,Unknown,RESIDENTIAL,103.785687,1.337928,92.656514
kml_36271,Unknown,RESIDENTIAL,103.764685,1.337429,124.536874
kml_36272,Unknown,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,103.768261,1.336358,118.431127
kml_36273,Unknown,RESIDENTIAL,103.768319,1.333096,182.138886
kml_36274,Unknown,RESIDENTIAL,103.773069,1.336087,155.689232
kml_36275,Unknown,RESIDENTIAL,103.771612,1.345170,212.716895
kml_36276,Unknown,RESIDENTIAL,103.772133,1.344501,120.716697
kml_36277,Unknown,RESIDENTIAL,103.772397,1.337026,149.500114
kml_36278,Unknown,RESIDENTIAL,103.782602,1.340466,225.334886
kml_36279,Unknown,RESIDENTIAL,103.789764,1.339275,404.615176
kml_36280,Unknown,RESIDENTIAL,103.788506,1.339059,262.755453
kml_36281,Unknown,RESIDENTIAL,103.786736,1.336424,197.436953
kml_36282,Unknown,RESIDENTIAL,103.789923,1.346930,652.251068
kml_36283,Unknown,RESIDENTIAL,103.789427,1.336262,443.612431
kml_36284,Unknown,RESIDENTIAL,103.788857,1.340327,353.745603
kml_36285,Unknown,RESIDENTIAL,103.787910,1.341846,409.156515
kml_36286,Unknown,RESIDENTIAL,103.788063,1.336255,333.219943
kml_36287,Unknown,RESIDENTIAL,103.788389,1.335886,387.940667
kml_36288,Unknown,RESIDENTIAL,103.788757,1.338074,291.322393
kml_36289,Unknown,RESIDENTIAL,103.788343,1.346637,479.701008
kml_36290,Unknown,RESIDENTIAL,103.769458,1.339987,342.185851
kml_36291,Unknown,RESIDENTIAL,103.781342,1.339668,215.702255
kml_36292,Unknown,RESIDENTIAL,103.786056,1.342200,401.330978
kml_36293,Unknown,RESIDENTIAL,103.767565,1.333001,196.477510
kml_36294,Unknown,RESIDENTIAL,103.769930,1.334752,148.677145
kml_36295,Unknown,RESIDENTIAL,103.772929,1.343177,78.348961
kml_36296,Unknown,RESIDENTIAL,103.808286,1.324608,247.717594
kml_36297,Unknown,RESIDENTIAL,103.810249,1.322708,534.541139
kml_36298,Unknown,RESIDENTIAL,103.794810,1.325577,320.856242
kml_36299,Unknown,RESIDENTIAL,103.805362,1.322439,206.302835
kml_36301,Unknown,RESIDENTIAL,103.796420,1.324095,90.262627
kml_36302,Unknown,RESIDENTIAL,103.808099,1.322534,350.623187
kml_36303,Unknown,RESIDENTIAL,103.803934,1.323556,190.240632
kml_36304,Unknown,RESIDENTIAL,103.796091,1.324145,108.775735
kml_36305,Unknown,RESIDENTIAL,103.810062,1.323287,469.580819
kml_36306,Unknown,RESIDENTIAL,103.800535,1.324380,309.742226
kml_36307,Unknown,RESIDENTIAL,103.801307,1.322760,110.443645
kml_36308,Unknown,RESIDENTIAL,103.798827,1.323682,253.179359
kml_36309,Unknown,RESIDENTIAL,103.812566,1.325796,371.723364
kml_36310,Unknown,RESIDENTIAL,103.797216,1.319534,291.576746
kml_36311,Unknown,RESIDENTIAL,103.793566,1.325476,413.470257
kml_36312,Unknown,RESIDENTIAL,103.796907,1.323415,38.457892
kml_36313,Unknown,RESIDENTIAL,103.796132,1.325113,207.795837
kml_36314,Unknown,RESIDENTIAL,103.797126,1.323671,73.380202
kml_36315,Unknown,RESIDENTIAL,103.807332,1.323184,239.863158
kml_36316,Unknown,RESIDENTIAL,103.801722,1.334945,84.384464
kml_36317,Unknown,RESIDENTIAL,103.794235,1.324860,313.339168
kml_36318,Unknown,RESIDENTIAL,103.805252,1.323671,73.321369
kml_36319,Unknown,RESIDENTIAL,103.798184,1.329392,625.341785
kml_36320,Unknown,RESIDENTIAL,103.809250,1.323057,441.056651
kml_36321,Unknown,RESIDENTIAL,103.808227,1.324526,254.597068
kml_36322,Unknown,RESIDENTIAL,103.799058,1.323403,275.493416
kml_36323,Unknown,RESIDENTIAL,103.794744,1.323412,204.627648
kml_36324,Unknown,RESIDENTIAL,103.807230,1.323034,239.576373
kml_36325,Unknown,RESIDENTIAL,103.798063,1.323952,180.019704
kml_36326,Unknown,RESIDENTIAL,103.799195,1.335056,289.078208
kml_36327,Unknown,RESIDENTIAL,103.799188,1.331922,505.629673
kml_36328,Unknown,RESIDENTIAL,103.799400,1.333040,392.282494
kml_36329,Unknown,RESIDENTIAL,103.801235,1.331202,503.437640
kml_36330,Unknown,RESIDENTIAL,103.791006,1.320746,190.366275
kml_36332,Unknown,RESIDENTIAL,103.804618,1.321586,314.136303
kml_36333,Unknown,RESIDENTIAL,103.793221,1.313959,357.934722
kml_36334,Unknown,RESIDENTIAL,103.794074,1.323247,278.748965
kml_36335,Unknown,RESIDENTIAL,103.798960,1.312243,383.980561
kml_36336,Unknown,RESIDENTIAL,103.789858,1.320285,286.744321
kml_36337,Unknown,RESIDENTIAL,103.790637,1.321439,131.934506
kml_36338,Unknown,RESIDENTIAL,103.785262,1.321401,329.527792
kml_36339,Unknown,RESIDENTIAL,103.779820,1.315887,143.236972
kml_36340,Unknown,RESIDENTIAL,103.792398,1.322290,125.312135
kml_36345,Unknown,RESIDENTIAL,103.792123,1.325619,366.125277
kml_36346,Unknown,RESIDENTIAL,103.780038,1.313164,108.257329
kml_36347,Unknown,RESIDENTIAL,103.780390,1.315010,100.851068
kml_36348,Unknown,RESIDENTIAL,103.786280,1.322056,202.225439
kml_36349,Unknown,RESIDENTIAL,103.785213,1.315778,238.931154
kml_36350,Unknown,RESIDENTIAL,103.779397,1.313977,95.651650
kml_36351,Unknown,RESIDENTIAL,103.782158,1.314846,152.823942
kml_36352,Unknown,RESIDENTIAL,103.787468,1.323893,187.367121
kml_36353,Unknown,RESIDENTIAL,103.787912,1.324647,259.120018
kml_36354,Unknown,RESIDENTIAL,103.788610,1.320227,240.421276
kml_36355,Unknown,RESIDENTIAL,103.789307,1.320502,244.094944
kml_36356,Unknown,RESIDENTIAL,103.789511,1.320846,228.734675
kml_36357,Unknown,RESIDENTIAL,103.804950,1.336343,110.537163
kml_36358,Unknown,RESIDENTIAL,103.781832,1.316587,126.336086
kml_36359,Unknown,RESIDENTIAL,103.785539,1.321497,296.967802
kml_36360,Unknown,RESIDENTIAL,103.787229,1.320681,205.487963
kml_36361,Unknown,RESIDENTIAL,103.781167,1.315170,61.809854
kml_36362,Unknown,RESIDENTIAL,103.785047,1.322154,337.618783
kml_36363,Unknown,RESIDENTIAL,103.786501,1.316217,373.509608
kml_36364,Unknown,RESIDENTIAL,103.786914,1.316922,428.463110
kml_36365,Unknown,RESIDENTIAL,103.784436,1.324320,315.074861
kml_36366,Unknown,RESIDENTIAL,103.779608,1.315121,132.527223
kml_36367,Unknown,RESIDENTIAL,103.780067,1.335124,593.288393
kml_36369,Unknown,RESIDENTIAL,103.785780,1.331049,478.593862
kml_36372,Unknown,RESIDENTIAL,103.783345,1.321718,530.507779
kml_36373,Unknown,RESIDENTIAL,103.805619,1.322418,208.790021
kml_36374,Unknown,RESIDENTIAL,103.809215,1.321882,468.512760
kml_36375,Unknown,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,103.779653,1.340805,73.980181
kml_36376,Unknown,RESIDENTIAL,103.788688,1.347702,518.031067
kml_36377,Unknown,RESIDENTIAL,103.790587,1.348323,736.991339
kml_36378,Unknown,RESIDENTIAL,103.791455,1.348610,837.734963
kml_36379,Unknown,RESIDENTIAL,103.805469,1.322229,229.248005
kml_36380,Unknown,RESIDENTIAL,103.798365,1.329568,643.576565
kml_36381,Unknown,RESIDENTIAL,103.808009,1.321977,381.083057
kml_36382,Unknown,RESIDENTIAL,103.809604,1.322403,504.259824
kml_36383,Unknown,RESIDENTIAL,103.809289,1.324182,338.914473
kml_36384,Unknown,RESIDENTIAL,103.804169,1.323837,154.118558
kml_36385,Unknown,RESIDENTIAL,103.772595,1.334314,202.083728
kml_36386,Unknown,RESIDENTIAL,103.772697,1.323513,66.950675
kml_36387,Unknown,RESIDENTIAL,103.768095,1.333085,206.744445
kml_36388,Unknown,RESIDENTIAL,103.780210,1.340414,146.120195
kml_36389,Unknown,RESIDENTIAL,103.782716,1.341055,210.131946
kml_36390,Unknown,RESIDENTIAL,103.766189,1.344745,168.110443
kml_36391,Unknown,RESIDENTIAL,103.774377,1.336565,308.819754
kml_36392,Unknown,RESIDENTIAL,103.766498,1.345354,92.459510
kml_36393,Unknown,RESIDENTIAL,103.771862,1.342838,172.840034
kml_36394,Unknown,RESIDENTIAL,103.766439,1.338192,253.969179
kml_36395,Unknown,RESIDENTIAL,103.784750,1.339482,187.958079
kml_36396,Unknown,RESIDENTIAL,103.770069,1.336323,120.869360
kml_36397,Unknown,RESIDENTIAL,103.770544,1.344193,277.496040
kml_36398,Unknown,RESIDENTIAL,103.784775,1.339258,173.610151
kml_36399,Unknown,RESIDENTIAL,103.770875,1.342872,263.292647
kml_36400,Unknown,RESIDENTIAL,103.773734,1.343438,93.033236
kml_36401,Unknown,RESIDENTIAL,103.781657,1.340935,109.434885
kml_36402,Unknown,RESIDENTIAL,103.781968,1.338802,328.687927
kml_36403,Unknown,RESIDENTIAL,103.767781,1.335357,90.824649
kml_36404,Unknown,RESIDENTIAL,103.768766,1.335270,178.983217
kml_36405,Unknown,RESIDENTIAL,103.790888,1.331536,255.349688
kml_36406,Unknown,RESIDENTIAL,103.793154,1.329148,113.081975
kml_36407,Unknown,RESIDENTIAL,103.786511,1.336357,177.012553
kml_36408,Unknown,RESIDENTIAL,103.791596,1.336653,638.648697
kml_36409,Unknown,RESIDENTIAL,103.787233,1.339043,126.426986
kml_36410,Unknown,RESIDENTIAL,103.793240,1.327524,283.983517
kml_36411,Unknown,RESIDENTIAL,103.794461,1.330538,216.461805
kml_36412,Unknown,RESIDENTIAL,103.772873,1.323500,47.483666
kml_36413,Unknown,RESIDENTIAL,103.773526,1.323218,42.229709
